PMID,Amount,Country,Region,ISO3
38189649,855,Germany,Europe,DEU
38190077,296,China,Asia-Pacific,CHN
38190226,97,Spain,Europe,ESP
38190278,411,USA,North America,USA
38190744,1944,Brazil,South America,BRA
38191001,116,Netherlands,Europe,NLD
38191003,559,USA,North America,USA
38191253,165,Denmark,Europe,DNK
38191317,14,Brazil,South America,BRA
38191336,745,Germany,Europe,DEU
38191377,400,Iran,Middle East,IRN
38191406,58,Canada,North America,CAN
38191449,110,Iran,Middle East,IRN
38191561,244,China,Asia-Pacific,CHN
38191795,289,Norway,Europe,NOR
38191831,30,Turkey,Middle East,TUR
38192026,80,China,Asia-Pacific,CHN
38192064,83,Tanzania,Africa,TZA
38192233,220,China,Asia-Pacific,CHN
38193250,616,Norway,Europe,NOR
38193394,59,Czech Republic,Europe,CZE
38193521,21,Taiwan,Asia-Pacific,TWN
38193996,48,Germany,Europe,DEU
38194118,80,Spain,Europe,ESP
38194207,677,UK,Europe,GBR
38194236,191,Chile,South America,CHL
38194272,21,Tanzania,Africa,TZA
38194291,373,USA,North America,USA
38194421,81,USA,North America,USA
38194432,786,China,Asia-Pacific,CHN
38194625,408,USA,North America,USA
38194759,48,Germany,Europe,DEU
38194841,70,UK,Europe,GBR
38195443,78,Iran,Middle East,IRN
38196335,230,USA,North America,USA
38197148,368,UK,Europe,GBR
38197254,116,Netherlands,Europe,NLD
38198141,193,USA,North America,USA
38198391,44,India,Asia-Pacific,IND
38198450,64,Germany,Europe,DEU
38198859,312,Switzerland,Europe,CHE
38198874,20,USA,North America,USA
38198898,40,USA,North America,USA
38199174,73,South Korea,Asia-Pacific,KOR
38199224,661,USA,North America,USA
38199528,453,UK,Europe,GBR
38199626,323,Switzerland,Europe,CHE
38199786,149,Japan,Asia-Pacific,JPN
38199849,135,Denmark,Europe,DNK
38200057,320,China,Asia-Pacific,CHN
38200061,62,Poland,Europe,POL
38200253,68,Iran,Middle East,IRN
38201846,40,Taiwan,Asia-Pacific,TWN
38201866,22,USA,North America,USA
38201871,26,Japan,Asia-Pacific,JPN
38201872,97,Japan,Asia-Pacific,JPN
38201906,16,Poland,Europe,POL
38201926,102,Russia,Europe,RUS
38201939,38,Spain,Europe,ESP
38201966,45,South Korea,Asia-Pacific,KOR
38201970,40,Japan,Asia-Pacific,JPN
38201976,274,Singapore,Asia-Pacific,SGP
38201992,27,USA,North America,USA
38201999,38,Greece,Europe,GRC
38204203,453,UK,Europe,GBR
38204356,137,USA,North America,USA
38205507,40,China,Asia-Pacific,CHN
38206168,126,Philippines,Asia-Pacific,PHL
38206340,166,USA,North America,USA
38206628,843,Netherlands,Europe,NLD
38206631,86,Mexico,North America,MEX
38206655,275,USA,North America,USA
38206671,112,UK,Europe,GBR
38206685,32,Thailand,Asia-Pacific,THA
38206881,129,USA,North America,USA
38211601,59,Spain,Europe,ESP
38211725,144,USA,North America,USA
38212104,218,Canada,North America,CAN
38212353,609,USA,North America,USA
38212360,40,India,Asia-Pacific,IND
38212636,311,France,Europe,FRA
38212696,213,Colombia,South America,COL
38212701,72,Iran,Middle East,IRN
38212725,72,China,Asia-Pacific,CHN
38212813,66,Iran,Middle East,IRN
38212836,679,UK,Europe,GBR
38212840,30,USA,North America,USA
38212889,108,New Zealand,Asia-Pacific,NZL
38213055,77,Indonesia,Asia-Pacific,IDN
38213250,140,China,Asia-Pacific,CHN
38213252,90,China,Asia-Pacific,CHN
38214688,61,USA,North America,USA
38214748,949,Sweden,Europe,SWE
38214893,40,USA,North America,USA
38215108,86,China,Asia-Pacific,CHN
38215150,30,South Korea,Asia-Pacific,KOR
38215354,160,China,Asia-Pacific,CHN
38215358,1498,UK,Europe,GBR
38215546,678,USA,North America,USA
38215661,60,Australia,Asia-Pacific,AUS
38215764,196,USA,North America,USA
38215918,618,USA,North America,USA
38215944,175,Australia,Asia-Pacific,AUS
38216176,243,UK,Europe,GBR
38216189,296,Sweden,Europe,SWE
38216192,114,Belgium,Europe,BEL
38216236,60,USA,North America,USA
38216351,613,USA,North America,USA
38216403,114,Australia,Asia-Pacific,AUS
38216566,541,USA,North America,USA
38216596,96,New Zealand,Asia-Pacific,NZL
38216803,84,China,Asia-Pacific,CHN
38216893,90,China,Asia-Pacific,CHN
38216917,112,Iran,Middle East,IRN
38216920,90,Iran,Middle East,IRN
38216971,108,Spain,Europe,ESP
38217264,56,India,Asia-Pacific,IND
38217267,92,India,Asia-Pacific,IND
38218194,45,Brazil,South America,BRA
38218686,126,Sweden,Europe,SWE
38218760,115,Iran,Middle East,IRN
38218782,330,Kenya,Africa,KEN
38218840,128,Nigeria,Africa,NGA
38218992,25,Japan,Asia-Pacific,JPN
38219334,648,USA,North America,USA
38219767,1950,USA,North America,USA
38220186,312,Japan,Asia-Pacific,JPN
38220220,51,Australia,Asia-Pacific,AUS
38220222,22,UK,Europe,GBR
38220506,56,South Africa,Africa,ZAF
38221605,224,Germany,Europe,DEU
38221611,40,Hungary,Europe,HUN
38221808,100,USA,North America,USA
38223605,100,China,Asia-Pacific,CHN
38223641,292,USA,North America,USA
38223648,240,China,Asia-Pacific,CHN
38223902,46,Iran,Middle East,IRN
38223937,14,Japan,Asia-Pacific,JPN
38223961,45,Saudi Arabia,Middle East,SAU
38224101,395,Netherlands,Europe,NLD
38224250,386,Netherlands,Europe,NLD
38224653,95,China,Asia-Pacific,CHN
38224710,904,Kenya,Africa,KEN
38225552,131,Japan,Asia-Pacific,JPN
38225562,50,India,Asia-Pacific,IND
38226507,484,USA,North America,USA
38226511,200,USA,North America,USA
38226514,50,Uganda,Africa,UGA
38226521,400,USA,North America,USA
38226570,40,Turkey,Middle East,TUR
38227032,342,USA,North America,USA
38227033,501,China,Asia-Pacific,CHN
38227034,306,USA,North America,USA
38227308,206,Japan,Asia-Pacific,JPN
38227315,198,USA,North America,USA
38227574,117,Poland,Europe,POL
38227963,450,Burkina Faso,Africa,BFA
38228731,66,Iran,Middle East,IRN
38228810,10,Thailand,Asia-Pacific,THA
38229105,108,China,Asia-Pacific,CHN
38229162,64,Iran,Middle East,IRN
38229579,423,UK,Europe,GBR
38230608,121,Netherlands,Europe,NLD
38230719,107,USA,North America,USA
38231017,113,Italy,Europe,ITA
38231282,98,Denmark,Europe,DNK
38231361,455,Uganda,Africa,UGA
38231501,13970,USA,North America,USA
38231511,416,USA,North America,USA
38231552,704,USA,North America,USA
38231624,120,China,Asia-Pacific,CHN
38231700,119,Germany,Europe,DEU
38232110,400,Japan,Asia-Pacific,JPN
38232249,56,Sweden,Europe,SWE
38232344,788,Poland,Europe,POL
38232698,16,USA,North America,USA
38232817,115,Netherlands,Europe,NLD
38233068,482,UK,Europe,GBR
38233289,896,China,Asia-Pacific,CHN
38233395,105,Switzerland,Europe,CHE
38233437,35,Czech Republic,Europe,CZE
38233602,650,China,Asia-Pacific,CHN
38233608,10,Netherlands,Europe,NLD
38233771,50,Switzerland,Europe,CHE
38233786,130,China,Asia-Pacific,CHN
38233850,255,Denmark,Europe,DNK
38233887,20,USA,North America,USA
38235711,100,India,Asia-Pacific,IND
38236020,414,USA,North America,USA
38236248,341,USA,North America,USA
38236590,136,USA,North America,USA
38236602,742,USA,North America,USA
38236603,154,UK,Europe,GBR
38237093,164,India,Asia-Pacific,IND
38237324,58,Australia,Asia-Pacific,AUS
38237447,181,USA,North America,USA
38237620,44,UK,Europe,GBR
38237696,201,USA,North America,USA
38238156,315,India,Asia-Pacific,IND
38238528,812,USA,North America,USA
38238647,48,Iran,Middle East,IRN
38238656,450,India,Asia-Pacific,IND
38238789,718,USA,North America,USA
38239113,60,Turkey,Middle East,TUR
38239124,45,Turkey,Middle East,TUR
38239140,70,China,Asia-Pacific,CHN
38239768,60,Iran,Middle East,IRN
38239801,183,Norway,Europe,NOR
38239980,163,Mexico,North America,MEX
38240204,984,Japan,Asia-Pacific,JPN
38240241,128,Japan,Asia-Pacific,JPN
38240246,198,USA,North America,USA
38240535,58,Australia,Asia-Pacific,AUS
38240536,68,USA,North America,USA
38240537,77,Australia,Asia-Pacific,AUS
38241007,16,Canada,North America,CAN
38241047,220,China,Asia-Pacific,CHN
38241227,81,China,Asia-Pacific,CHN
38241817,251,China,Asia-Pacific,CHN
38242195,668,Japan,Asia-Pacific,JPN
38243032,180,Italy,Europe,ITA
38243254,521,China,Asia-Pacific,CHN
38243255,67,China,Asia-Pacific,CHN
38243291,400,USA,North America,USA
38243574,661,Germany,Europe,DEU
38244884,193,Ghana,Africa,GHA
38245116,200,Thailand,Asia-Pacific,THA
38245375,304,Sweden,Europe,SWE
38246187,263,Ireland,Europe,IRL
38246235,461,USA,North America,USA
38246598,149,USA,North America,USA
38248093,682,USA,North America,USA
38248556,96,USA,North America,USA
38249387,292,Spain,Europe,ESP
38250606,529,China,Asia-Pacific,CHN
38251532,226,UK,Europe,GBR
38251590,248,USA,North America,USA
38251740,10371,Italy,Europe,ITA
38251752,50,USA,North America,USA
38252193,464,Netherlands,Europe,NLD
38252247,635,USA,North America,USA
38252250,19,USA,North America,USA
38252438,252,China,Asia-Pacific,CHN
38252439,566,USA,North America,USA
38252447,305,USA,North America,USA
38252464,66,South Korea,Asia-Pacific,KOR
38253008,25,Germany,Europe,DEU
38253435,605,Australia,Asia-Pacific,AUS
38253546,130,Belgium,Europe,BEL
38253734,92,USA,North America,USA
38254058,50,Iran,Middle East,IRN
38254229,92,Australia,Asia-Pacific,AUS
38255980,10,Greece,Europe,GRC
38256062,14,Japan,Asia-Pacific,JPN
38256185,23,Spain,Europe,ESP
38256206,31,USA,North America,USA
38256336,38,Japan,Asia-Pacific,JPN
38256364,30,Slovenia,Europe,SVN
38256384,24,South Korea,Asia-Pacific,KOR
38256410,47,Japan,Asia-Pacific,JPN
38257092,12,Denmark,Europe,DNK
38257103,56,Brazil,South America,BRA
38257104,101,South Korea,Asia-Pacific,KOR
38257109,100,Japan,Asia-Pacific,JPN
38257110,86,China,Asia-Pacific,CHN
38257115,234,Switzerland,Europe,CHE
38257120,382,Spain,Europe,ESP
38257128,25,China,Asia-Pacific,CHN
38257142,58,Italy,Europe,ITA
38257144,16,UK,Europe,GBR
38257154,88,Finland,Europe,FIN
38257156,72,Poland,Europe,POL
38257162,30,Japan,Asia-Pacific,JPN
38257173,52,Australia,Asia-Pacific,AUS
38257403,51,Spain,Europe,ESP
38257568,15,Brazil,South America,BRA
38257659,98,Spain,Europe,ESP
38258434,2516,USA,North America,USA
38258673,184,USA,North America,USA
38258819,243,USA,North America,USA
38258850,1131,USA,North America,USA
38259015,42,UK,Europe,GBR
38260168,245,China,Asia-Pacific,CHN
38260724,93,Netherlands,Europe,NLD
38261120,200,Cyprus,Middle East,CYP
38261323,21,USA,North America,USA
38261446,66,India,Asia-Pacific,IND
38261589,160,Canada,North America,CAN
38262002,530,USA,North America,USA
38262102,50,China,Asia-Pacific,CHN
38262165,67,USA,North America,USA
38263021,560,China,Asia-Pacific,CHN
38263040,63,Iran,Middle East,IRN
38263125,38,UK,Europe,GBR
38263868,100,USA,North America,USA
38264844,77,Japan,Asia-Pacific,JPN
38264969,100,Japan,Asia-Pacific,JPN
38265821,90,France,Europe,FRA
38265863,198,Germany,Europe,DEU
38266395,20,UK,Europe,GBR
38266404,608,USA,North America,USA
38266570,140,USA,North America,USA
38267023,59,Japan,Asia-Pacific,JPN
38267107,383,UK,Europe,GBR
38267330,142,Japan,Asia-Pacific,JPN
38267490,18,Australia,Asia-Pacific,AUS
38267622,30,UK,Europe,GBR
38267866,407,China,Asia-Pacific,CHN
38268105,28,Australia,Asia-Pacific,AUS
38268471,246,Finland,Europe,FIN
38269534,198,Germany,Europe,DEU
38269621,112,Norway,Europe,NOR
38269751,96,China,Asia-Pacific,CHN
38270508,100,India,Asia-Pacific,IND
38270949,338,China,Asia-Pacific,CHN
38271203,270,USA,North America,USA
38271360,48,Russia,Europe,RUS
38271437,99,Japan,Asia-Pacific,JPN
38271613,1162,USA,North America,USA
38272046,237,UK,Europe,GBR
38272050,461,Singapore,Asia-Pacific,SGP
38272792,31,China,Asia-Pacific,CHN
38272800,93,Iran,Middle East,IRN
38272803,564,China,Asia-Pacific,CHN
38272820,480,China,Asia-Pacific,CHN
38272892,39,China,Asia-Pacific,CHN
38272937,70,China,Asia-Pacific,CHN
38272997,33,Czech Republic,Europe,CZE
38273019,234,Tanzania,Africa,TZA
38273233,74,Iran,Middle East,IRN
38273252,158,Iran,Middle East,IRN
38273259,8,Norway,Europe,NOR
38273327,113,Iran,Middle East,IRN
38273361,97,Netherlands,Europe,NLD
38273369,33,USA,North America,USA
38273431,20,Japan,Asia-Pacific,JPN
38274399,180,Iran,Middle East,IRN
38275097,541,Australia,Asia-Pacific,AUS
38275116,157,Canada,North America,CAN
38276036,37,Taiwan,Asia-Pacific,TWN
38276051,83,Croatia,Europe,HRV
38276054,50,South Korea,Asia-Pacific,KOR
38276544,101,Spain,Europe,ESP
38277549,162,China,Asia-Pacific,CHN
38277635,351,USA,North America,USA
38277735,220,USA,North America,USA
38277865,48,Japan,Asia-Pacific,JPN
38278189,134,USA,North America,USA
38278366,750,Uganda,Africa,UGA
38278493,102,USA,North America,USA
38278856,92,Netherlands,Europe,NLD
38278979,105,Netherlands,Europe,NLD
38279016,373,USA,North America,USA
38279075,96,Turkey,Middle East,TUR
38279337,202,Spain,Europe,ESP
38279808,200,Nigeria,Africa,NGA
38280042,30,South Korea,Asia-Pacific,KOR
38280052,42,USA,North America,USA
38280066,25,China,Asia-Pacific,CHN
38280118,14,Austria,Europe,AUT
38280448,292,China,Asia-Pacific,CHN
38280994,1632,China,Asia-Pacific,CHN
38281005,24,Japan,Asia-Pacific,JPN
38281035,576,China,Asia-Pacific,CHN
38281056,74,Germany,Europe,DEU
38281499,281,Malawi,Africa,MWI
38281911,21,Brazil,South America,BRA
38282225,161,USA,North America,USA
38282541,1120,USA,North America,USA
38282651,76,Philippines,Asia-Pacific,PHL
38283346,65,Mexico,North America,MEX
38284303,112,Australia,Asia-Pacific,AUS
38284776,635,China,Asia-Pacific,CHN
38284829,315,China,Asia-Pacific,CHN
38285027,40,India,Asia-Pacific,IND
38285028,50,Switzerland,Europe,CHE
38285029,40,Egypt,Africa,EGY
38285030,150,China,Asia-Pacific,CHN
38285031,58,China,Asia-Pacific,CHN
38285445,225,USA,North America,USA
38285446,251,France,Europe,FRA
38285447,135,Sweden,Europe,SWE
38285464,63,China,Asia-Pacific,CHN
38285496,252,China,Asia-Pacific,CHN
38285565,8030,USA,North America,USA
38285910,317,USA,North America,USA
38286191,75,South Korea,Asia-Pacific,KOR
38286258,320,India,Asia-Pacific,IND
38286484,86,China,Asia-Pacific,CHN
38286485,641,China,Asia-Pacific,CHN
38286518,54,UK,Europe,GBR
38286619,124,UK,Europe,GBR
38287068,150,Thailand,Asia-Pacific,THA
38287417,24,Switzerland,Europe,CHE
38287700,15,UK,Europe,GBR
38287879,38,USA,North America,USA
38289602,466,USA,North America,USA
38289603,173,Sweden,Europe,SWE
38289604,426,USA,North America,USA
38290009,125,Burkina Faso,Africa,BFA
38290093,39,Netherlands,Europe,NLD
38290287,260,UK,Europe,GBR
38290375,59,Canada,North America,CAN
38290441,60,China,Asia-Pacific,CHN
38290457,111,China,Asia-Pacific,CHN
38290466,40,China,Asia-Pacific,CHN
38290574,760,Saudi Arabia,Middle East,SAU
38290758,286,Sweden,Europe,SWE
38291100,43,Italy,Europe,ITA
38291176,735,Norway,Europe,NOR
38291353,80,China,Asia-Pacific,CHN
38291372,400,USA,North America,USA
38291403,20,Japan,Asia-Pacific,JPN
38291490,348,China,Asia-Pacific,CHN
38291774,524,USA,North America,USA
38291782,430,Netherlands,Europe,NLD
38291892,59,Switzerland,Europe,CHE
38292386,106,China,Asia-Pacific,CHN
38292488,116,Germany,Europe,DEU
38293926,111,Denmark,Europe,DNK
38294606,483,Bangladesh,Asia-Pacific,BGD
38294747,54,China,Asia-Pacific,CHN
38294756,102,China,Asia-Pacific,CHN
38294813,129,Turkey,Middle East,TUR
38294853,100,Thailand,Asia-Pacific,THA
38295036,400,USA,North America,USA
38295310,92,China,Asia-Pacific,CHN
38295339,301,USA,North America,USA
38296291,15,Netherlands,Europe,NLD
38296300,345,South Africa,Africa,ZAF
38296301,107,UK,Europe,GBR
38296527,23,Thailand,Asia-Pacific,THA
38296586,1430,China,Asia-Pacific,CHN
38296590,1600,Canada,North America,CAN
38296965,713,UK,Europe,GBR
38297088,288,Denmark,Europe,DNK
38297135,184,Netherlands,Europe,NLD
38298060,182,China,Asia-Pacific,CHN
38298212,579,Spain,Europe,ESP
38298213,81,USA,North America,USA
38299570,40,USA,North America,USA
38300235,178,USA,North America,USA
38300697,48,South Korea,Asia-Pacific,KOR
38300759,290,USA,North America,USA
38300913,10,Germany,Europe,DEU
38301097,135,Iran,Middle East,IRN
38301682,100,USA,North America,USA
38302139,241,Switzerland,Europe,CHE
38302221,564,Germany,Europe,DEU
38302483,56,South Korea,Asia-Pacific,KOR
38302725,155,Japan,Asia-Pacific,JPN
38302882,60,China,Asia-Pacific,CHN
38302944,90,China,Asia-Pacific,CHN
38303069,361,Netherlands,Europe,NLD
38303550,1206,UK,Europe,GBR
38304940,96,Germany,Europe,DEU
38305418,176,Netherlands,Europe,NLD
38305695,104,Italy,Europe,ITA
38306098,138,India,Asia-Pacific,IND
38306099,110,China,Asia-Pacific,CHN
38306389,358,Thailand,Asia-Pacific,THA
38306471,130,China,Asia-Pacific,CHN
38306509,70,China,Asia-Pacific,CHN
38306577,378,Australia,Asia-Pacific,AUS
38306592,818,Netherlands,Europe,NLD
38306822,41,USA,North America,USA
38306894,90,USA,North America,USA
38306934,83,Netherlands,Europe,NLD
38307422,41,China,Asia-Pacific,CHN
38307711,19,USA,North America,USA
38307806,1554,USA,North America,USA
38307949,60,China,Asia-Pacific,CHN
38308085,17,Sweden,Europe,SWE
38308091,60,Egypt,Africa,EGY
38308275,150,Germany,Europe,DEU
38308292,724,Australia,Asia-Pacific,AUS
38308331,24,USA,North America,USA
38308332,110,Iran,Middle East,IRN
38308350,86,Turkey,Middle East,TUR
38308772,89,Uganda,Africa,UGA
38309011,518,USA,North America,USA
38309033,184,UK,Europe,GBR
38309212,41,Germany,Europe,DEU
38309672,1304,South Africa,Africa,ZAF
38309829,132,Ghana,Africa,GHA
38310018,200,Japan,Asia-Pacific,JPN
38310134,21,South Korea,Asia-Pacific,KOR
38310213,120,China,Asia-Pacific,CHN
38310218,130,Democratic Republic of Congo,Africa,COD
38310258,9,Denmark,Europe,DNK
38310591,48,France,Europe,FRA
38310672,130,Norway,Europe,NOR
38310877,73,South Korea,Asia-Pacific,KOR
38310894,302,UK,Europe,GBR
38310902,435,UK,Europe,GBR
38310954,33,France,Europe,FRA
38311050,143,Sweden,Europe,SWE
38311364,20,USA,North America,USA
38311492,40,Slovenia,Europe,SVN
38311742,54,Germany,Europe,DEU
38312029,4077,Ghana,Africa,GHA
38313179,54,Iran,Middle East,IRN
38313181,108,Iraq,Middle East,IRQ
38314321,64,Tunisia,Africa,TUN
38314554,337,USA,North America,USA
38315229,148,China,Asia-Pacific,CHN
38315260,36,Netherlands,Europe,NLD
38315488,107,USA,North America,USA
38315489,32,Canada,North America,CAN
38315522,151,Switzerland,Europe,CHE
38316191,674,Denmark,Europe,DNK
38316489,604,USA,North America,USA
38316655,211,China,Asia-Pacific,CHN
38316676,62,South Korea,Asia-Pacific,KOR
38316702,254,UK,Europe,GBR
38316750,39,Iran,Middle East,IRN
38316805,68,USA,North America,USA
38316823,71,South Korea,Asia-Pacific,KOR
38316860,70,Iran,Middle East,IRN
38316896,11,Netherlands,Europe,NLD
38316982,75,USA,North America,USA
38317077,80,Australia,Asia-Pacific,AUS
38317099,58,China,Asia-Pacific,CHN
38317163,69,Japan,Asia-Pacific,JPN
38317369,80,Japan,Asia-Pacific,JPN
38318960,228,USA,North America,USA
38318961,150,Netherlands,Europe,NLD
38319902,40,Canada,North America,CAN
38320260,458,China,Asia-Pacific,CHN
38320967,102,USA,North America,USA
38321179,18,Egypt,Africa,EGY
38321316,168,USA,North America,USA
38321387,30,Iran,Middle East,IRN
38321405,180,China,Asia-Pacific,CHN
38321436,275,China,Asia-Pacific,CHN
38321444,60,UK,Europe,GBR
38321484,110,UK,Europe,GBR
38322304,181,China,Asia-Pacific,CHN
38323452,62,China,Asia-Pacific,CHN
38323508,117,Australia,Asia-Pacific,AUS
38323855,333,USA,North America,USA
38323870,32,Germany,Europe,DEU
38324085,105,USA,North America,USA
38324280,52,Spain,Europe,ESP
38324313,760,Sweden,Europe,SWE
38324314,574,Spain,Europe,ESP
38324369,39,Australia,Asia-Pacific,AUS
38324852,8,Brazil,South America,BRA
38325290,284,USA,North America,USA
38325605,100,USA,North America,USA
38325873,585,UK,Europe,GBR
38325896,56,Armenia,Middle East,ARM
38325901,9,Japan,Asia-Pacific,JPN
38325913,24,USA,North America,USA
38325988,62,Japan,Asia-Pacific,JPN
38326267,187,Uganda,Africa,UGA
38326352,64,Denmark,Europe,DNK
38326432,11,USA,North America,USA
38326504,45,Italy,Europe,ITA
38326734,32,Germany,Europe,DEU
38326832,331,Canada,North America,CAN
38326858,98,Netherlands,Europe,NLD
38327148,65,Germany,Europe,DEU
38328008,19,Iran,Middle East,IRN
38328012,70,Iran,Middle East,IRN
38328852,61,USA,North America,USA
38329108,261,UK,Europe,GBR
38329737,383,China,Asia-Pacific,CHN
38329745,708,China,Asia-Pacific,CHN
38329752,16,Canada,North America,CAN
38330285,58,USA,North America,USA
38330554,76,China,Asia-Pacific,CHN
38330562,72,China,Asia-Pacific,CHN
38330566,60,China,Asia-Pacific,CHN
38330586,90,China,Asia-Pacific,CHN
38330733,30,Iran,Middle East,IRN
38331187,76,USA,North America,USA
38331204,467,USA,North America,USA
38331381,100,USA,North America,USA
38331400,127,Canada,North America,CAN
38331586,771,USA,North America,USA
38331824,300,South Africa,Africa,ZAF
38331924,545,Canada,North America,CAN
38332008,87,USA,North America,USA
38332536,24,Thailand,Asia-Pacific,THA
38334197,32,USA,North America,USA
38334313,40,Ethiopia,Africa,ETH
38335000,182,Japan,Asia-Pacific,JPN
38335001,342,China,Asia-Pacific,CHN
38335014,120,Australia,Asia-Pacific,AUS
38335137,100,Australia,Asia-Pacific,AUS
38335169,75,Brazil,South America,BRA
38335390,64,China,Asia-Pacific,CHN
38335474,223,USA,North America,USA
38335563,110,USA,North America,USA
38335987,444,UK,Europe,GBR
38336011,64,Iran,Middle East,IRN
38336251,128,China,Asia-Pacific,CHN
38336613,58,China,Asia-Pacific,CHN
38336621,226,China,Asia-Pacific,CHN
38336691,302,Nepal,Asia-Pacific,NPL
38336696,47,Iran,Middle East,IRN
38336815,66,India,Asia-Pacific,IND
38336901,60,South Korea,Asia-Pacific,KOR
38337627,110,China,Asia-Pacific,CHN
38337658,30,Germany,Europe,DEU
38337679,41,Thailand,Asia-Pacific,THA
38337721,791,Spain,Europe,ESP
38337738,12,Taiwan,Asia-Pacific,TWN
38337745,40,Thailand,Asia-Pacific,THA
38339610,320,Switzerland,Europe,CHE
38339738,37,Spain,Europe,ESP
38340170,160,China,Asia-Pacific,CHN
38340345,456,USA,North America,USA
38340759,23,UK,Europe,GBR
38341166,324,France,Europe,FRA
38341214,380,UK,Europe,GBR
38341283,241,UK,Europe,GBR
38342123,230,UK,Europe,GBR
38342128,125,UK,Europe,GBR
38343024,102,UK,Europe,GBR
38344232,126,France,Europe,FRA
38344257,90,USA,North America,USA
38344291,30,China,Asia-Pacific,CHN
38345793,209,USA,North America,USA
38345818,48,China,Asia-Pacific,CHN
38345934,1312,Peru,South America,PER
38346397,126,China,Asia-Pacific,CHN
38346816,16,USA,North America,USA
38347550,234,South Korea,Asia-Pacific,KOR
38347579,1606,Australia,Asia-Pacific,AUS
38348544,758,USA,North America,USA
38349280,101,USA,North America,USA
38349371,682,Burkina Faso,Africa,BFA
38349618,154,USA,North America,USA
38349654,615,USA,North America,USA
38349655,304,Denmark,Europe,DNK
38350221,29,USA,North America,USA
38350461,406,Pakistan,Asia-Pacific,PAK
38350670,222,Guinea Bissau,Africa,GNB
38350671,483,USA,North America,USA
38350888,346,USA,North America,USA
38351038,125,Switzerland,Europe,CHE
38351052,425,Canada,North America,CAN
38351120,52,China,Asia-Pacific,CHN
38352172,43,South Korea,Asia-Pacific,KOR
38353689,62,Sweden,Europe,SWE
38353953,91,Japan,Asia-Pacific,JPN
38353966,588,Netherlands,Europe,NLD
38354039,161,Ireland,Europe,IRL
38354042,340,Hong Kong,Asia-Pacific,CHN
38355180,13,Australia,Asia-Pacific,AUS
38355195,240,Denmark,Europe,DNK
38355240,7512,China,Asia-Pacific,CHN
38355420,303,China,Asia-Pacific,CHN
38355485,300,China,Asia-Pacific,CHN
38355492,88,USA,North America,USA
38355674,89,Ireland,Europe,IRL
38355715,79,USA,North America,USA
38356944,180,India,Asia-Pacific,IND
38357108,48,China,Asia-Pacific,CHN
38357139,200,China,Asia-Pacific,CHN
38357159,90,Nigeria,Africa,NGA
38357163,66,South Africa,Africa,ZAF
38357755,40,Italy,Europe,ITA
38357782,40,Mexico,North America,MEX
38358703,174,USA,North America,USA
38359777,423,USA,North America,USA
38359812,502,Australia,Asia-Pacific,AUS
38360182,130,USA,North America,USA
38360475,75,USA,North America,USA
38360494,314,Germany,Europe,DEU
38360496,520,Japan,Asia-Pacific,JPN
38360531,80,China,Asia-Pacific,CHN
38360661,112,China,Asia-Pacific,CHN
38360840,60,Germany,Europe,DEU
38360855,33,Spain,Europe,ESP
38360929,31,Israel,Middle East,ISR
38361122,100,Belgium,Europe,BEL
38361169,149,Uganda,Africa,UGA
38363002,150,USA,North America,USA
38363156,356,USA,North America,USA
38363462,60,India,Asia-Pacific,IND
38363567,456,Canada,North America,CAN
38363639,60,Pakistan,Asia-Pacific,PAK
38363772,31,Spain,Europe,ESP
38364317,102,USA,North America,USA
38364839,213,UK,Europe,GBR
38365206,140,UK,Europe,GBR
38365419,930,Tanzania,Africa,TZA
38365446,36,USA,North America,USA
38365501,21,Australia,Asia-Pacific,AUS
38365814,118,Belgium,Europe,BEL
38365932,76,Japan,Asia-Pacific,JPN
38365949,75,South Africa,Africa,ZAF
38365951,1200,Pakistan,Asia-Pacific,PAK
38366339,1687,USA,North America,USA
38366810,365,Norway,Europe,NOR
38366900,450,Sweden,Europe,SWE
38366914,53,USA,North America,USA
38367537,48,USA,North America,USA
38367846,36,Italy,Europe,ITA
38367965,666,UK,Europe,GBR
38368167,220,China,Asia-Pacific,CHN
38368204,34,Australia,Asia-Pacific,AUS
38368316,80,Turkey,Middle East,TUR
38368322,80,Iran,Middle East,IRN
38368486,36,USA,North America,USA
38368594,15,USA,North America,USA
38368909,65,Netherlands,Europe,NLD
38369058,104,Australia,Asia-Pacific,AUS
38369400,45,Canada,North America,CAN
38369436,215,Italy,Europe,ITA
38369573,32,Finland,Europe,FIN
38369580,92,China,Asia-Pacific,CHN
38372246,120,Australia,Asia-Pacific,AUS
38372268,34,Netherlands,Europe,NLD
38372553,50,Tunisia,Africa,TUN
38372704,1351,USA,North America,USA
38372998,28,Pakistan,Asia-Pacific,PAK
38373022,74,Japan,Asia-Pacific,JPN
38373265,65,Australia,Asia-Pacific,AUS
38373429,112,UK,Europe,GBR
38373949,370,Japan,Asia-Pacific,JPN
38374026,89,France,Europe,FRA
38374037,589,Ireland,Europe,IRL
38374053,60,China,Asia-Pacific,CHN
38374149,40,Poland,Europe,POL
38374568,76,USA,North America,USA
38374712,114,Iran,Middle East,IRN
38374818,272,Australia,Asia-Pacific,AUS
38375661,90,China,Asia-Pacific,CHN
38375995,255,USA,North America,USA
38376212,2625,USA,North America,USA
38376227,100,Australia,Asia-Pacific,AUS
38376899,178,China,Asia-Pacific,CHN
