ISO3,Authors,DALYs,Participants,PBR,Participant_Share,DALY_Share,A_global_share,P_burden_global_share,P_participant_global_share,A_norm,P_burden_norm,P_participant_norm,Limiting_Factor,Residual,Impact_Scores,Disease,CIS_Country,x,y,Status,Visual_Factor
BRA,72,117696624.1,7343.792196,0.173184673,0.006694365,0.03865449,0.015834616,0.034520637,0.006693548,0.277562651,0.605107143,0.117330206,Research_Investment,-1.901874982,"{'Research_Investment': 0.5272993132587511, 'Health_Infrastructure': 0.1538915195680521, 'Governance': 0.088227342640578}",Musculoskeletal disorders,-0.029296763,0.256111532,0.240376307,Under,Research_Investment
BWA,1,643940.59,650,0.592519127,0.000592519,0.000211486,0.000219925,0.000188869,0.000592447,0.219652648,0.188634875,0.591712476,Over_Performing,3.989629394,"{'Research_Investment': 0.9051093590352014, 'Health_Infrastructure': 0.3572220990004035, 'Governance': 0.01922695312302354}",Musculoskeletal disorders,-0.113296332,0.701538801,0.190224774,Over_Performing,Research_Investment
CAN,198,27697754.44,47476.03199,4.757545311,0.043277626,0.009096629,0.043545195,0.008123802,0.04327234,0.458653689,0.085566547,0.455779765,Over_Performing,1.13779288,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.09040313003968568, 'Governance': 0.0}",Musculoskeletal disorders,-0.300362642,0.685106609,0.397205746,Over_Performing,Health_Infrastructure
CHE,42,6044817.177,4763.767688,2.187361098,0.004342498,0.001985268,0.009236859,0.001772956,0.004341967,0.601679923,0.115488607,0.28283147,Over_Performing,0.525123941,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Musculoskeletal disorders,-0.238627687,0.583671431,0.521070098,Over_Performing,Unknown
CHL,2,12630136.69,100.951734,0.022184968,9.20E-05,0.00414805,0.00043985,0.003704442,9.20E-05,0.103828774,0.874451095,0.021720131,Research_Investment,-1.473564928,"{'Research_Investment': 0.5496615212506607, 'Health_Infrastructure': 0.200041715980553, 'Governance': 0.007149176935884733}",Musculoskeletal disorders,0.029868881,0.073634518,0.089918356,Under,Research_Investment
CHN,374,646223138.4,92649.61753,0.397936895,0.084456416,0.212235702,0.082252034,0.189538436,0.084446101,0.230891606,0.532057771,0.237050622,Multiple_Factors,-1.697723869,"{'Research_Investment': 0.5767248211831022, 'Health_Infrastructure': 0.20004754145965453, 'Governance': 0.47818244823429296}",Musculoskeletal disorders,-0.082962826,0.352496426,0.199957997,Under,Multiple_Factors
CMR,1,6416591.296,26,0.011246621,2.37E-05,0.002107368,0.000219925,0.001881998,2.37E-05,0.103463981,0.885387339,0.01114868,As_Expected,-0.190477449,"{'Research_Investment': 1.1573142995944927, 'Health_Infrastructure': 0.3907958145393342, 'Governance': 0.44146167579088486}",Musculoskeletal disorders,0.036175212,0.062880671,0.089602436,As_Expected,Research_Investment
COL,4,25115266.82,97.5258205,0.010777919,8.89E-05,0.008248476,0.000879701,0.007366354,8.89E-05,0.10554369,0.883791507,0.010664803,Research_Investment,-3.050703833,"{'Research_Investment': 0.869374176266993, 'Health_Infrastructure': 0.21687150679793427, 'Governance': 0.11996535540139988}",Musculoskeletal disorders,0.036457536,0.063436648,0.091403517,Under,Research_Investment
CUB,4,5980316.225,146,0.067761309,0.000133089,0.001964084,0.000879701,0.001754038,0.000133073,0.317947558,0.633956406,0.048096036,Research_Investment,-1.254678356,"{'Research_Investment': 1.099178494323027, 'Health_Infrastructure': 0.0, 'Governance': 0.43929525853758633}",Musculoskeletal disorders,0.007661682,0.207069815,0.275350662,Under,Research_Investment
CYP,1,736298.8079,50,0.045578394,4.56E-05,0.000241819,0.000219925,0.000215958,4.56E-05,0.456792094,0.44855161,0.094656297,Over_Performing,1.078987142,"{'Research_Investment': 0.31931805837371147, 'Health_Infrastructure': 0.09682873191099842, 'Governance': 0.04468235584927984}",Musculoskeletal disorders,0.017838594,0.323052343,0.395593557,Over_Performing,Research_Investment
CZE,4,7809790.585,1422.836775,0.505671844,0.001297012,0.002564929,0.000879701,0.002290626,0.001296854,0.196925298,0.51276769,0.290307013,Research_Investment,-0.730719472,"{'Research_Investment': 0.22194453327008135, 'Health_Infrastructure': 0.0, 'Governance': 0.0003791230193272052}",Musculoskeletal disorders,-0.100969723,0.388769662,0.17054231,Under,Research_Investment
DEU,175,67561897.46,28521.43291,1.171716599,0.025999222,0.022189002,0.038486914,0.019816029,0.025996047,0.456552496,0.235068402,0.308379102,As_Expected,-0.093192822,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Musculoskeletal disorders,-0.177270141,0.53665535,0.39538606,As_Expected,Unknown
DNK,131,4493085.801,23672.65294,14.62363366,0.02157923,0.001475641,0.028810205,0.00131783,0.021576595,0.557207445,0.025487666,0.417304888,Over_Performing,2.465039259,"{'Research_Investment': 0.04664160869223668, 'Health_Infrastructure': 0.010485195535270747, 'Governance': 0.0}",Musculoskeletal disorders,0.02514319,0.695908611,0.482555803,Over_Performing,Research_Investment
EGY,25,35737029.98,2055.214151,0.159621617,0.001873467,0.011736927,0.005498131,0.010481737,0.001873238,0.30796494,0.587109988,0.104925072,Research_Investment,-1.223302751,"{'Research_Investment': 0.6997156366088153, 'Health_Infrastructure': 0.3133147320465717, 'Governance': 0.42575515070447123}",Musculoskeletal disorders,-0.025126865,0.258907542,0.266705461,Under,Research_Investment
ESP,117,26829441.51,29329.66347,3.034230207,0.026735979,0.008811454,0.025731251,0.007869125,0.026732714,0.42648655,0.130428006,0.443085444,Over_Performing,0.517657492,"{'Research_Investment': 0.02757227496451888, 'Health_Infrastructure': 0.012991475898004897, 'Governance': 0.0}",Musculoskeletal disorders,-0.278091775,0.656328719,0.369348187,Over_Performing,Research_Investment
EST,2,931448.5654,39.51730744,0.036022708,3.60E-05,0.000305911,0.00043985,0.000273196,3.60E-05,0.587199828,0.364715773,0.048084399,Research_Investment,-1.36574282,"{'Research_Investment': 0.330435669149087, 'Health_Infrastructure': 0.0, 'Governance': 0.013160984813787767}",Musculoskeletal disorders,0.022475781,0.341684313,0.508529968,Under,Research_Investment
FIN,49,3469225.092,9023.452282,7.219270705,0.008225489,0.00113938,0.010776336,0.00101753,0.008224485,0.538322868,0.050829867,0.410847266,Over_Performing,2.080075428,"{'Research_Investment': 0.06547016767907485, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Musculoskeletal disorders,-0.28268639,0.680008699,0.466201279,Over_Performing,Research_Investment
FRA,82,40998931.45,15957.06911,1.080273364,0.014545952,0.013465066,0.018033868,0.012025062,0.014544175,0.404318672,0.269601452,0.326079876,As_Expected,-0.07465351,"{'Research_Investment': 0.042541178370562094, 'Health_Infrastructure': 0.0, 'Governance': 8.177701472894112e-17}",Musculoskeletal disorders,-0.170054588,0.528239212,0.350150241,As_Expected,Research_Investment
GBR,386,46877594.29,139518.8993,8.260775227,0.127180948,0.015395764,0.084891137,0.013749285,0.127165415,0.375947488,0.060889855,0.563162657,Over_Performing,1.835821828,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.058551278197859366, 'Governance': 0.0}",Musculoskeletal disorders,-0.256275536,0.751136401,0.325580075,Over_Performing,Health_Infrastructure
GHA,2,7763270.279,204,0.072935429,0.00018596,0.00254965,0.00043985,0.002276981,0.000185937,0.151527883,0.784417025,0.064055091,Over_Performing,0.892666984,"{'Research_Investment': 1.0261533234750522, 'Health_Infrastructure': 0.38911195774888757, 'Governance': 0.1529490580828682}",Musculoskeletal disorders,0.005436718,0.139819033,0.131226996,Over_Performing,Research_Investment
GRC,13,7680371.872,866.6697582,0.313201962,0.000790028,0.002522425,0.002859028,0.002252667,0.000789932,0.484447415,0.381702744,0.133849841,Research_Investment,-0.612323925,"{'Research_Investment': 0.12445182341448717, 'Health_Infrastructure': 0.0, 'Governance': 0.025942846608248495}",Musculoskeletal disorders,-0.066837639,0.376073548,0.419543768,Under,Research_Investment
GTM,1,5685290.188,504,0.246054312,0.00045943,0.00186719,0.000219925,0.001667506,0.000459374,0.093712595,0.710542968,0.195744437,Over_Performing,1.775471513,"{'Research_Investment': 1.4303851265991645, 'Health_Infrastructure': 0.31162686954144186, 'Governance': 0.22622812167568712}",Musculoskeletal disorders,-0.050677784,0.242600734,0.081157488,Over_Performing,Research_Investment
HRV,3,3159890.34,131.0812164,0.115138756,0.000119489,0.001037786,0.000659776,0.000926802,0.000119475,0.386726555,0.543243445,0.07003,Research_Investment,-1.079137724,"{'Research_Investment': 0.35220580451281513, 'Health_Infrastructure': 0.011479459975791771, 'Governance': 0.11281617846551506}",Musculoskeletal disorders,-0.010500395,0.263393278,0.334915021,Under,Research_Investment
HTI,1,3280512.556,0.880229958,0.000744745,8.02E-07,0.001077402,0.000219925,0.00096218,8.02E-07,0.185919147,0.813402617,0.000678237,Research_Investment,-3.981413542,"{'Research_Investment': 1.5245517640359623, 'Health_Infrastructure': 0.3787218621725419, 'Governance': 0.37673996034859464}",Musculoskeletal disorders,0.042862853,0.09363781,0.161010704,Under,Research_Investment
HUN,7,7817852.862,271.8474938,0.096514135,0.000247807,0.002567577,0.001539477,0.002292991,0.000247777,0.37730009,0.561973847,0.060726063,Research_Investment,-1.416052053,"{'Research_Investment': 0.3111966982769853, 'Health_Infrastructure': 0.0, 'Governance': 0.10160496917969557}",Musculoskeletal disorders,-0.003878588,0.249376108,0.326751463,Under,Research_Investment
IDN,10,96299035.32,870,0.025075546,0.000793064,0.031626991,0.002199252,0.028244684,0.000792967,0.070405578,0.904208834,0.025385589,Research_Investment,-2.82800241,"{'Research_Investment': 1.0353982818887937, 'Health_Infrastructure': 0.42746991498508724, 'Governance': 0.12402738775133439}",Musculoskeletal disorders,0.028261004,0.060588378,0.060973019,Under,Research_Investment
IND,48,524594497,5672.68247,0.030013582,0.005171035,0.17228984,0.010556411,0.153864532,0.005170404,0.062246164,0.90726641,0.030487426,Research_Investment,-3.303267819,"{'Research_Investment': 0.9605533566056065, 'Health_Infrastructure': 0.38900936465873315, 'Governance': 0.054485393920455094}",Musculoskeletal disorders,0.02559018,0.061610508,0.05390676,Under,Research_Investment
IRL,19,2966519.105,3001.121697,2.735726166,0.002735726,0.000974278,0.004178579,0.000870086,0.002735392,0.536812535,0.111777899,0.351409566,Over_Performing,1.460833317,"{'Research_Investment': 0.07314043281430821, 'Health_Infrastructure': 0.0171104709988719, 'Governance': 0.0}",Musculoskeletal disorders,-0.266636103,0.619815834,0.464893292,Over_Performing,Research_Investment
IRN,73,39184354.18,6784,0.480536329,0.006184077,0.012869113,0.016054541,0.011492843,0.006183321,0.475962213,0.340723472,0.183314315,Multiple_Factors,-1.202707876,"{'Research_Investment': 0.5201294489684414, 'Health_Infrastructure': 0.2547147677908043, 'Governance': 0.5294723767061329}",Musculoskeletal disorders,-0.097168829,0.421295422,0.412195368,Under,Multiple_Factors
IRQ,4,11970090.07,406,0.094141626,0.000370097,0.003931274,0.000879701,0.003510849,0.000370051,0.184787754,0.737480189,0.077732056,Research_Investment,-0.647012206,"{'Research_Investment': 1.0652569897901067, 'Health_Infrastructure': 0.297612694644481, 'Governance': 0.38307673081449245}",Musculoskeletal disorders,-0.002974478,0.170125933,0.16003089,Under,Research_Investment
ISL,2,205428.5842,788,0.718315495,0.000718315,6.75E-05,0.00043985,6.03E-05,0.000718228,0.361027114,0.049455027,0.58951786,Over_Performing,4.553216458,"{'Research_Investment': 0.49694873174960436, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Musculoskeletal disorders,-0.130012653,0.770031417,0.312658652,Over_Performing,Research_Investment
ISR,14,4568855.46,1224.640125,0.743967812,0.001116343,0.001500525,0.003078953,0.001340054,0.001116206,0.556248346,0.242096137,0.201655517,As_Expected,-0.158960836,"{'Research_Investment': 0.0526553429798759, 'Health_Infrastructure': 0.006584753257500744, 'Governance': 0.02345146676695529}",Musculoskeletal disorders,-0.133187108,0.47977969,0.481725199,As_Expected,Research_Investment
ITA,76,45330298.71,5488.980221,0.336090444,0.005003578,0.014887594,0.016714317,0.01329546,0.005002967,0.477378095,0.37973202,0.142889885,Research_Investment,-1.285622462,"{'Research_Investment': 0.025383939835565323, 'Health_Infrastructure': 0.0, 'Governance': 0.015814845949078612}",Musculoskeletal disorders,-0.071345993,0.381578933,0.413421558,Under,Research_Investment
JPN,241,125601797.1,49353.12776,1.090616109,0.044988726,0.041250744,0.053001979,0.036839238,0.044983232,0.393118456,0.27323856,0.333642985,As_Expected,-0.299271036,"{'Research_Investment': 0.12317390955268882, 'Health_Infrastructure': 0.10796905193219256, 'Governance': 0.0}",Musculoskeletal disorders,-0.170955712,0.530202213,0.340450569,As_Expected,Research_Investment
KAZ,1,7357716.804,150,0.056584994,0.000136735,0.002416457,0.000219925,0.002158032,0.000136718,0.087456699,0.858175063,0.054368239,As_Expected,-0.051200563,"{'Research_Investment': 1.0909432326692523, 'Health_Infrastructure': 0.0, 'Governance': 0.44346561175018584}",Musculoskeletal disorders,0.012658763,0.098096588,0.075739723,As_Expected,Research_Investment
KOR,141,12402358.19,14373.12196,3.216621206,0.013102076,0.004073242,0.031009457,0.003637634,0.013100476,0.649445792,0.076184708,0.2743695,Over_Performing,0.921288914,"{'Research_Investment': 0.09133237168749132, 'Health_Infrastructure': 0.14146410980098123, 'Governance': 0.0}",Musculoskeletal disorders,-0.282311459,0.599092396,0.562436554,Over_Performing,Health_Infrastructure
KWT,2,1699831.907,85,0.07748327,7.75E-05,0.000558267,0.00043985,0.000498564,7.75E-05,0.432971364,0.490766488,0.076262147,As_Expected,0.031545259,"{'Research_Investment': 0.5927730758359523, 'Health_Infrastructure': 0.1160489426039982, 'Governance': 0.3932047314736626}",Musculoskeletal disorders,0.003552825,0.29274783,0.374964201,As_Expected,Research_Investment
LBN,1,2290794.945,83,0.075660135,7.57E-05,0.000752354,0.000219925,0.000671894,7.57E-05,0.227319827,0.69448565,0.078194523,Over_Performing,0.706845492,"{'Research_Investment': 0.5106228682617556, 'Health_Infrastructure': 0.09274677589638441, 'Governance': 0.29896558095518133}",Musculoskeletal disorders,0.004297953,0.191854437,0.196864745,Over_Performing,Research_Investment
LBR,1,1066205.511,150,0.136735183,0.000136735,0.000350168,0.000219925,0.00031272,0.000136718,0.328558614,0.467189985,0.2042514,Over_Performing,1.477361074,"{'Research_Investment': 1.5459633817864467, 'Health_Infrastructure': 0.39367118937007956, 'Governance': 0.24978790930530742}",Musculoskeletal disorders,-0.017735102,0.368530708,0.284540106,Over_Performing,Research_Investment
LKA,1,8321473.85,40,0.013341751,3.65E-05,0.002732978,0.000219925,0.002440704,3.65E-05,0.081541759,0.904940597,0.013517644,Research_Investment,-1.793337404,"{'Research_Investment': 1.1128529339950228, 'Health_Infrastructure': 0.3048535701681056, 'Governance': 0.1554404379241614}",Musculoskeletal disorders,0.034932547,0.054288523,0.070617235,Under,Research_Investment
LTU,4,2071957.519,292.0738102,0.266245106,0.000266245,0.000680482,0.000879701,0.000607709,0.000266213,0.501647834,0.346544923,0.151807243,Research_Investment,-1.424910294,"{'Research_Investment': 0.48137171932036277, 'Health_Infrastructure': 0.0, 'Governance': 0.05231897666715677}",Musculoskeletal disorders,-0.055955182,0.40263116,0.434439768,Under,Research_Investment
LUX,1,355813.3757,1.862269855,0.001697585,1.70E-06,0.000116858,0.000219925,0.000104361,1.70E-06,0.674651771,0.320141281,0.005206948,Research_Investment,-1.421331238,"{'Research_Investment': 0.18136075175720465, 'Health_Infrastructure': 0.05835645480190581, 'Governance': 0.0}",Musculoskeletal disorders,0.042218515,0.342532833,0.584265573,Under,Research_Investment
MDA,1,2294259.496,0.503794285,0.000459243,4.59E-07,0.000753492,0.000219925,0.000672911,4.59E-07,0.246195533,0.75329043,0.000514037,Research_Investment,-4.131263369,"{'Research_Investment': 1.3048474117560034, 'Health_Infrastructure': 0.009013333023031462, 'Governance': 0.16405194650602253}",Musculoskeletal disorders,0.043061186,0.123611803,0.213211586,Under,Research_Investment
MEX,12,60757046.66,1169.630627,0.053432458,0.001066198,0.019954121,0.002639103,0.017820154,0.001066067,0.122604553,0.827869247,0.0495262,Research_Investment,-2.213552207,"{'Research_Investment': 0.8269632601151192, 'Health_Infrastructure': 0.20401419944215488, 'Governance': 0.15343650196486047}",Musculoskeletal disorders,0.014121675,0.110828477,0.106178657,Under,Research_Investment
MNG,1,1019744.865,120,0.109388147,0.000109388,0.000334909,0.000219925,0.000299093,0.000109375,0.349980355,0.475964912,0.174054734,Over_Performing,1.589253984,"{'Research_Investment': 1.2143409835644374, 'Health_Infrastructure': 0.0, 'Governance': 0.13496779488049127}",Musculoskeletal disorders,-0.008521194,0.349044911,0.303091878,Over_Performing,Research_Investment
MWI,1,3653257.546,51,0.038747436,4.65E-05,0.00119982,0.000219925,0.001071507,4.65E-05,0.164378866,0.800877353,0.034743781,Research_Investment,-0.391469067,"{'Research_Investment': 1.1611253260989942, 'Health_Infrastructure': 0.4010344212694805, 'Governance': 0.2112256821965956}",Musculoskeletal disorders,0.021134105,0.116933214,0.142356274,Under,Research_Investment
MYS,13,10651499.29,1845.470596,0.480894121,0.001682272,0.003498216,0.002859028,0.003124104,0.001682066,0.372988111,0.407569919,0.21944197,Research_Investment,-0.7863376,"{'Research_Investment': 0.5347801341522836, 'Health_Infrastructure': 0.22665473643529757, 'Governance': 0.11590332305146528}",Musculoskeletal disorders,-0.097226195,0.405936025,0.32301718,Under,Research_Investment
NGA,8,48241486.06,630,0.036247074,0.000574288,0.0158437,0.001759402,0.014149317,0.000574218,0.106740801,0.858422103,0.034837096,Research_Investment,-2.051565819,"{'Research_Investment': 1.1333742957910395, 'Health_Infrastructure': 0.35830717147569535, 'Governance': 0.3606543122428539}",Musculoskeletal disorders,0.022363401,0.088207496,0.092440245,Under,Research_Investment
NLD,259,11058465.91,61512.55574,15.43909957,0.05607287,0.003631874,0.056960633,0.003243468,0.056066022,0.489899138,0.027895975,0.482204888,Over_Performing,2.581487938,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Musculoskeletal disorders,0.075416108,0.727154457,0.424265098,Over_Performing,Unknown
NOR,79,3100863.081,23808,20,0.021702608,0.0010184,0.017374093,0.000909489,0.021699958,0.434531138,0.022746582,0.54272228,Over_Performing,2.892519289,"{'Research_Investment': 0.03073022418564285, 'Health_Infrastructure': 0.0, 'Governance': 0.0}",Musculoskeletal disorders,0.421686831,0.759987849,0.376315004,Over_Performing,Research_Investment
NPL,4,13125745.42,328,0.06935902,0.000298994,0.00431082,0.000879701,0.003849805,0.000298958,0.174944259,0.765602645,0.059453096,Research_Investment,-1.320482838,"{'Research_Investment': 1.05221097808522, 'Health_Infrastructure': 0.31352048011893374, 'Governance': 0.3084436564383621}",Musculoskeletal disorders,0.006964444,0.146925226,0.151506173,Under,Research_Investment
NZL,28,3016699.617,3204.788944,2.921382688,0.002921383,0.000990759,0.006157906,0.000884804,0.002921026,0.618031878,0.08880239,0.293165732,Over_Performing,0.913557206,"{'Research_Investment': 0.11772104119138903, 'Health_Infrastructure': 0.06760224190149446, 'Governance': 0.0}",Musculoskeletal disorders,-0.274418903,0.602181671,0.535231306,Over_Performing,Research_Investment
PAK,15,61675276.38,1298,0.058413963,0.001183215,0.02025569,0.003298878,0.018089472,0.001183071,0.146152888,0.801432574,0.052414538,Research_Investment,-1.437284387,"{'Research_Investment': 1.1483045380168848, 'Health_Infrastructure': 0.3000102969602899, 'Governance': 0.34451450370578063}",Musculoskeletal disorders,0.011826923,0.125490982,0.126572114,Under,Research_Investment
PAN,1,1896437.451,1.863222115,0.001698453,1.70E-06,0.000622837,0.000219925,0.000556229,1.70E-06,0.282733999,0.715082751,0.002183251,Research_Investment,-2.908148128,"{'Research_Investment': 1.1381832842339448, 'Health_Infrastructure': 0.21006313242782618, 'Governance': 0.08031991966603877}",Musculoskeletal disorders,0.042217936,0.14355025,0.244854825,Under,Research_Investment
PHL,1,32157942.25,8.661590574,0.000747588,7.90E-06,0.010561466,0.000219925,0.009431984,7.89E-06,0.022767049,0.976415681,0.00081727,Research_Investment,-3.982082026,"{'Research_Investment': 1.3326402514761662, 'Health_Infrastructure': 0.2881070343861121, 'Governance': 0.12906430786525314}",Musculoskeletal disorders,0.042860904,0.012200794,0.019716843,Under,Research_Investment
POL,26,27897208.37,2938.465041,0.292356573,0.00267861,0.009162135,0.005718056,0.008182303,0.002678283,0.344904967,0.493544812,0.161550221,Research_Investment,-1.458416826,"{'Research_Investment': 0.30965403459289603, 'Health_Infrastructure': 0.07489459410513524, 'Governance': 0.08427363115330846}",Musculoskeletal disorders,-0.062303882,0.334002704,0.298696464,Under,Research_Investment
PRI,3,2059635.689,9.86213249,0.008990003,8.99E-06,0.000676435,0.000659776,0.000604095,8.99E-06,0.518341313,0.474596709,0.007061977,Research_Investment,-2.359862852,"{'Research_Investment': 0.4756849786953529, 'Health_Infrastructure': 0.09478775390369144, 'Governance': 0.05448539392045501}",Musculoskeletal disorders,0.037550999,0.266232634,0.448896745,Under,Research_Investment
PRT,7,8085535.821,887.1668009,0.304543655,0.000808713,0.00265549,0.001539477,0.002371503,0.000808614,0.326188411,0.502480296,0.171331294,Research_Investment,-1.70031724,"{'Research_Investment': 0.0987514111904522, 'Health_Infrastructure': 0.003284137693873477, 'Governance': 0.0050369201139188165}",Musculoskeletal disorders,-0.065052417,0.334425499,0.28248745,Under,Research_Investment
QAT,1,880506.5334,4.142451621,0.003776126,3.78E-06,0.00028918,0.000219925,0.000258254,3.78E-06,0.45631893,0.535847011,0.007834059,Governance,-1.595727073,"{'Research_Investment': 0.19253639875516138, 'Health_Infrastructure': 0.015169388179281379, 'Governance': 0.4353957074816493}",Musculoskeletal disorders,0.040863708,0.235993524,0.395183786,Under,Governance
ROU,14,14420579.54,1314.506629,0.253007355,0.001198262,0.004736076,0.003078953,0.004229583,0.001198116,0.361946555,0.497208872,0.140844573,Research_Investment,-1.058120179,"{'Research_Investment': 0.6188004635923904, 'Health_Infrastructure': 0.0627266420226358, 'Governance': 0.12911846829658571}",Musculoskeletal disorders,-0.0525607,0.32181785,0.313454911,Under,Research_Investment
RUS,9,94223711.26,519.6222822,0.015306667,0.000473671,0.030945403,0.001979327,0.027635988,0.000473613,0.06578257,0.918476984,0.015740446,Research_Investment,-3.10584919,"{'Research_Investment': 0.6728198397470958, 'Health_Infrastructure': 0.0, 'Governance': 0.42212640180519645}",Musculoskeletal disorders,0.033785241,0.048631731,0.056969377,Under,Research_Investment
SAU,12,12516695.32,687.6446681,0.152485125,0.000626835,0.004110793,0.002639103,0.00367117,0.000626758,0.380436934,0.529213424,0.090349641,Governance,-1.191567744,"{'Research_Investment': 0.3606430121866812, 'Health_Infrastructure': 0.08919531683801364, 'Governance': 0.5543861751190647}",Musculoskeletal disorders,-0.022867107,0.280568109,0.32946805,Under,Governance
SGP,6,3301555.969,350.7332946,0.294856978,0.000319717,0.001084313,0.001319551,0.000968352,0.000319678,0.506044057,0.37136031,0.122595633,Multiple_Factors,-0.85874203,"{'Research_Investment': 0.056356842183793415, 'Health_Infrastructure': 0.14617217034716, 'Governance': 0.17179688818656444}",Musculoskeletal disorders,-0.062888801,0.375617661,0.438247009,Under,Multiple_Factors
SRB,3,6410028.406,185.4567592,0.080303744,0.000169056,0.002105212,0.000659776,0.001880073,0.000169036,0.243559906,0.694039584,0.062400509,As_Expected,0.252833165,"{'Research_Investment': 0.5046769678499233, 'Health_Infrastructure': 0.019303228234001428, 'Governance': 0.13919230852442316}",Musculoskeletal disorders,0.002426123,0.184180463,0.210929066,As_Expected,Research_Investment
SWE,116,5654139.515,21591.47809,10.59909863,0.019682098,0.00185696,0.025511326,0.00165837,0.019679694,0.544539133,0.03539789,0.420062977,Over_Performing,2.061777949,"{'Research_Investment': 0.016329750722000592, 'Health_Infrastructure': 0.02798220213081373, 'Governance': 0.0}",Musculoskeletal disorders,-0.171533093,0.692332544,0.471584723,Over_Performing,Health_Infrastructure
THA,39,34369397.7,2605.033599,0.210375174,0.002374665,0.011287762,0.008577084,0.010080608,0.002374375,0.407809848,0.479297063,0.112893089,Research_Investment,-1.441356457,"{'Research_Investment': 0.7703356303493109, 'Health_Infrastructure': 0.35332479872503597, 'Governance': 0.18663684637165867}",Musculoskeletal disorders,-0.040391191,0.316798013,0.353173688,Under,Research_Investment
TUN,5,5621521.418,614,0.303156987,0.000559703,0.001846247,0.001099626,0.001648803,0.000559634,0.332407852,0.498419337,0.169172811,Over_Performing,0.796894616,"{'Research_Investment': 0.7302908005153498, 'Health_Infrastructure': 0.25963087217467745, 'Governance': 0.22871950151698034}",Musculoskeletal disorders,-0.064753679,0.335376737,0.287873644,Over_Performing,Research_Investment
TUR,32,41140011.2,3837,0.258869255,0.003497686,0.0135114,0.007037607,0.012066441,0.003497259,0.311380541,0.533882444,0.154737015,Research_Investment,-1.012358653,"{'Research_Investment': 0.39552667356542487, 'Health_Infrastructure': 0.20949886522999123, 'Governance': 0.2738351408169198}",Musculoskeletal disorders,-0.054093997,0.310427286,0.269663459,Under,Research_Investment
TWN,53,15140616.67,5852.824019,1.072938877,0.005335246,0.004972554,0.011656037,0.004440771,0.005334595,0.543876536,0.207208593,0.248914872,As_Expected,0.072795461,"{'Research_Investment': 0.12830268173817938, 'Health_Infrastructure': 0.09478775390369144, 'Governance': 0.0}",Musculoskeletal disorders,-0.16934726,0.52085314,0.471010896,As_Expected,Research_Investment
UGA,3,7387962.795,263,0.098806184,0.000239742,0.00242639,0.000659776,0.002166903,0.000239713,0.215163525,0.706662163,0.078174312,Research_Investment,-0.792657385,"{'Research_Investment': 1.1242233271636861, 'Health_Infrastructure': 0.3875315212284425, 'Governance': 0.2735101782289251}",Musculoskeletal disorders,-0.004730866,0.185756075,0.186337078,Under,Research_Investment
UKR,1,33434936.18,90,0.007471281,8.20E-05,0.010980862,0.000219925,0.009806528,8.20E-05,0.021756498,0.970128429,0.008115073,Research_Investment,-2.051044107,"{'Research_Investment': 0.9201980688422448, 'Health_Infrastructure': 0.0, 'Governance': 0.19746893263815066}",Musculoskeletal disorders,0.038501492,0.018993322,0.01884168,Under,Research_Investment
USA,1133,261661564.9,416139.9491,4.414205579,0.379339814,0.085936146,0.24917528,0.076745819,0.379293484,0.353332569,0.108826194,0.537841237,Over_Performing,1.348913648,"{'Research_Investment': 0.0, 'Health_Infrastructure': 0.01710237560525024, 'Governance': 0.0}",Musculoskeletal disorders,-0.29885841,0.714507522,0.305994981,Over_Performing,Health_Infrastructure
VEN,1,13461612.07,40.24984494,0.008298894,3.67E-05,0.004421127,0.000219925,0.003948316,3.67E-05,0.052301796,0.93897368,0.008724524,Research_Investment,-1.996887371,"{'Research_Investment': 1.2534142263412238, 'Health_Infrastructure': 0.16964977493518696, 'Governance': 0.3662869971014297}",Musculoskeletal disorders,0.037980052,0.034875422,0.045294684,Under,Research_Investment
VNM,3,34534982.8,382,0.030701331,0.000348219,0.011342145,0.000659776,0.010129174,0.000348176,0.059241107,0.909496214,0.031262679,Research_Investment,-1.892306688,"{'Research_Investment': 1.198078189509925, 'Health_Infrastructure': 0.3047607104186325, 'Governance': 0.4572223613086308}",Musculoskeletal disorders,0.025226655,0.060883233,0.051304303,Under,Research_Investment
ZAF,14,19500814.83,1703.824033,0.242507437,0.001553151,0.006404551,0.003078953,0.005719625,0.001552962,0.297439151,0.552538569,0.15002228,Research_Investment,-1.459654741,"{'Research_Investment': 0.5807153170035095, 'Health_Infrastructure': 0.34317976259998795, 'Governance': 0.04457403498661494}",Musculoskeletal disorders,-0.049684507,0.298741856,0.25758986,Under,Research_Investment
