PMID,TA,JID,Category
34164929,J Int AIDS Soc,101478566,C
34164675,Hum Reprod,8701199,G
34164794,Drugs R D,100883647,H
34165503,JAMA Oncol,101652861,C
34162822,Med Oral Patol Oral Cir Bucal,101231694,A
34162649,BMJ Open,101552874,H
34162374,BMC Pulm Med,100968563,C
34162365,BMC Musculoskelet Disord,100968565,C
34162484,Am J Cardiol,207277,H
34161745,Am J Physiol Regul Integr Comp Physiol,100901230,H
34160595,JAMA Psychiatry,101589550,H
34160450,Medicine (Baltimore),2985248R,N
34160587,JAMA Surg,101589553,E
34160184,Nurs Res,376404,H
34160182,Nurs Res,376404,H
34160577,JAMA Surg,101589553,E
34158553,Sci Rep,101563288,H
34157970,BMC Anesthesiol,100968535,D
34157675,J Aging Phys Act,9415639,I
34157617,Eur J Cancer,9005373,C
34157385,Int J Infect Dis,9610933,C
34156758,Int Wound J,101230907,C
34156521,Clin Res Cardiol,101264123,C
34156335,Health Technol Assess,9706284,N
34155812,ESC Heart Fail,101669191,C
34155332,Neuropsychopharmacology,8904907,F
34155534,Support Care Cancer,9302957,I
34155082,Clin J Am Soc Nephrol,101271570,H
34154590,BMC Womens Health,101088690,N
34154363,Ann Palliat Med,101585484,H
34154344,Ann Palliat Med,101585484,H
34153136,Psychooncology,9214524,C
34153117,Headache,2985091R,C
34152784,Health Psychol,8211523,F
34152270,J Med Internet Res,100959882,H
34152055,J Sleep Res,9214441,G
34151724,Scand J Prim Health Care,8510679,N
34148351,Circ Cardiovasc Qual Outcomes,101489148,E
34148379,Circulation,147763,A
34151734,J Psychosoc Oncol,8309337,I
34148172,Updates Surg,101539818,H
34147439,JACC Cardiovasc Imaging,101467978,E
34147154,Lancet Infect Dis,101130150,C
34147142,Lancet Respir Med,101605555,C
34147912,Int Immunopharmacol,100965259,E
34147014,Eur J Cancer,9005373,C
34146843,Int J Nurs Stud,400675,H
34145336,Sci Rep,101563288,H
34143996,Lancet Glob Health,101613665,I
34143979,Cancer Cell,101130617,C
34143779,PLoS Med,101231360,N
34143668,Games Health J,101583709,H
34144486,EBioMedicine,101647039,H
34143354,J Clin Psychol Med Settings,9435680,C
34140460,Clin Transl Gastroenterol,101532142,C
34139998,BMC Nephrol,100967793,C
34139272,Ann Oncol,9007735,C
34138875,PLoS Med,101231360,N
34140456,Clin Transl Gastroenterol,101532142,C
34138761,JCI Insight,101676073,H
34135449,Sci Rep,101563288,H
34134877,J Subst Abuse Treat,8500909,C
34134738,AIDS Res Ther,101237921,C
34134450,Iran J Allergy Asthma Immunol,101146178,G
34134024,J Affect Disord,7906073,F
34133859,N Engl J Med,255562,H
34133348,Chin Med J (Engl),7513795,E
34133856,N Engl J Med,255562,H
34133211,J Clin Oncol,8309333,H
34132690,J Cardiovasc Pharmacol,7902492,A
34132192,Health Technol Assess,9706284,N
34131850,J Autism Dev Disord,7904301,M
34131878,J Gen Intern Med,8605834,H
34131267,Mol Psychiatry,9607835,H
34130753,BMC Pharmacol Toxicol,101590449,H
34130748,Addict Sci Clin Pract,101316917,C
34131487,J Glob Health,101578780,H
34130573,J Dermatolog Treat,8918133,C
34130445,Diabetes Metab J,101556588,C
34130378,Diabetes Metab J,101556588,C
34128999,JAMA,7501160,H
34128838,J Clin Invest,7802877,H
34128822,J Med Internet Res,100959882,H
34128884,Medicine (Baltimore),2985248R,N
34127158,Psychol Med,1254142,F
34127252,Br J Anaesth,372541,H
34127018,J Orthop Surg Res,101265112,E
34126778,Psychiatr Serv,9502838,N
34126650,Acta Ophthalmol,101468102,C
34126426,J Psychiatr Res,376331,F
34126053,Lancet Respir Med,101605555,C
34126052,Lancet HIV,101645355,C
34125700,Am J Trop Med Hyg,370507,H
34125503,Ther Apher Dial,101181252,E
34125699,Am J Trop Med Hyg,370507,H
34124972,Behav Sleep Med,101149327,C
34121665,JMIR Mhealth Uhealth,101624439,L
34121333,Clin Transl Sci,101474067,H
34119741,Phytomedicine,9438794,B
34120149,Transl Psychiatry,101562664,F
34118980,Crit Care,9801902,E
34118716,J Subst Abuse Treat,8500909,C
34118609,Seizure,9306979,C
34118388,Complement Ther Med,9308777,E
34118115,J Int AIDS Soc,101478566,C
34117592,AIDS Behav,9712133,N
34117342,Sci Rep,101563288,H
34117276,Sci Rep,101563288,H
34117198,Pediatr Infect Dis J,8701858,C
34117042,BMJ Open,101552874,H
34116637,BMC Anesthesiol,100968535,D
34116393,Nutrition,8802712,G
34115318,Probiotics Antimicrob Proteins,101484100,G
34114246,Res Nurs Health,7806136,H
34114978,Medicine (Baltimore),2985248R,N
34112721,Arch Dis Child Fetal Neonatal Ed,9501297,C
34113000,Genet Med,9815831,H
34112719,Arch Dis Child Fetal Neonatal Ed,9501297,C
34112513,Gynecol Oncol,365304,C
34112605,Reprod Biomed Online,101122473,H
34112279,Epidemiol Psychiatr Sci,101561091,F
34112149,BMC Ophthalmol,100967802,C
34111592,Clin Microbiol Infect,9516420,H
34112100,BMC Cancer,100967800,C
34112174,BMC Health Serv Res,101088677,H
34111444,Ophthalmology,7802443,H
34111412,Lancet Infect Dis,101130150,C
34111359,Am J Public Health,1254074,H
34111277,Tex Heart Inst J,8214622,H
34110842,Psychol Addict Behav,8802734,C
34110885,Exp Clin Psychopharmacol,9419066,F
34110712,Physiol Rep,101607800,H
34110580,Indian J Pediatr,417442,H
34110455,Eur Arch Otorhinolaryngol,9002937,C
34109646,Am J Community Psychol,364535,H
34109630,Int J Cancer,42124,C
34108229,BMJ,8900488,H
34108184,Clin Cancer Res,9502500,C
34108140,Cancer Epidemiol Biomarkers Prev,9200608,C
34107963,BMC Med,101190723,H
34107724,Ann Palliat Med,101585484,H
34107180,N Engl J Med,255562,H
34106922,PLoS Negl Trop Dis,101291488,H
34106652,Medicine (Baltimore),2985248R,N
34106607,Medicine (Baltimore),2985248R,N
34106582,Medicine (Baltimore),2985248R,N
34106473,J Am Geriatr Soc,7503062,H
34106458,Eur Arch Paediatr Dent,101277157,H
34106449,J Cancer Educ,8610343,H
34106239,JAMA Psychiatry,101589550,H
34106240,JAMA Psychiatry,101589550,H
34106027,COPD,101211769,C
34105881,J Biophotonics,101318567,H
34106081,JMIR Mhealth Uhealth,101624439,L
34106357,Eur Child Adolesc Psychiatry,9212296,M
34105207,Oncologist,9607837,C
34103643,Sci Rep,101563288,H
34103326,BMJ Glob Health,101685275,I
34102153,Am J Ophthalmol,370500,H
34101953,Eur J Pain,9801774,C
34102020,Stem Cells Transl Med,101578022,H
34101900,J Bone Miner Res,8610640,D
34100744,J Int Adv Otol,101522982,E
34100365,Acta Orthop Traumatol Turc,9424806,C
34099646,Nat Commun,101528555,H
34100746,J Int Adv Otol,101522982,E
34098984,Malar J,101139802,C
34098913,BMC Psychiatry,100968559,F
34098951,BMC Med,101190723,H
34098301,J Subst Abuse Treat,8500909,C
34097856,Lancet,2985213R,H
34097646,Am J Trop Med Hyg,370507,H
34097048,JAMA Netw Open,101729235,N
34096969,JAMA Intern Med,101589534,H
34092489,Eur J Vasc Endovasc Surg,9512728,E
34091874,Adv Ther,8611864,E
34090464,J Cardiothorac Surg,101265113,E
34090854,Arch Phys Med Rehabil,2985158R,E
34089846,Clin Gastroenterol Hepatol,101160775,H
34089122,Clin Exp Nephrol,9709923,A
34088505,Vaccine,8406899,D
34088381,J Card Fail,9442138,A
34087823,Medicine (Baltimore),2985248R,N
34087225,J Am Med Dir Assoc,100893243,E
34087418,Resuscitation,332173,E
34087060,J Diabetes Investig,101520702,C
34086294,Int J Psychol,107305,F
34086034,JAMA Netw Open,101729235,N
34085549,Ann Saudi Med,8507355,Z
34083204,Evid Based Ment Health,100883413,F
34083231,Clin Cancer Res,9502500,C
34083384,Gut,2985108R,H
34082300,Pregnancy Hypertens,101552483,C
34082075,Contemp Clin Trials,101242342,H
34081625,Aging (Albany NY),101508617,G
34083348,BMJ Open,101552874,H
34081141,JAMA Netw Open,101729235,N
34081137,JAMA Netw Open,101729235,N
34081021,J Med Internet Res,100959882,H
34081073,JAMA,7501160,H
34080920,J Appl Physiol (1985),8502536,H
34081408,Adv Sci (Weinh),101664569,H
34080077,AAPS J,101223209,J
34080008,Eur Heart J,8006263,H
34078380,BMC Health Serv Res,101088677,H
34078103,Stroke,235266,C
34078307,BMC Psychiatry,100968559,F
34077627,United European Gastroenterol J,101606807,C
34077499,JAMA,7501160,H
34076892,Cancer,374236,C
34077237,J Clin Oncol,8309333,H
34076901,J Med Virol,7705876,H
34076288,Clin Cardiol,7903272,H
34075875,Health Technol Assess,9706284,N
34075784,J Am Heart Assoc,101580524,C
34075630,Int J Urol,9440237,C
34075118,Sci Rep,101563288,H
34074291,J Orthop Surg Res,101265112,E
34073684,Nutrients,101521595,H
34073401,Viruses,101509722,B
34073277,Int J Environ Res Public Health,101238455,E
34073610,Nutrients,101521595,H
34072293,Nutrients,101521595,H
34071782,Nutrients,101521595,H
34071171,Int J Environ Res Public Health,101238455,E
34071718,Nutrients,101521595,H
34070910,Nutrients,101521595,H
34069621,Int J Environ Res Public Health,101238455,E
34068089,Nutrients,101521595,H
34067980,Medicina (Kaunas),9425208,H
34066577,Nutrients,101521595,H
34065997,Medicina (Kaunas),9425208,H
34065698,Int J Environ Res Public Health,101238455,E
34064968,Nutrients,101521595,H
34064069,Nutrients,101521595,H
34063970,Int J Environ Res Public Health,101238455,E
34063276,Biomolecules,101596414,G
34063068,Toxins (Basel),101530765,D
34062986,Nutrients,101521595,H
34062828,Nutrients,101521595,H
34061883,PLoS Med,101231360,N
34061838,PLoS Negl Trop Dis,101291488,H
34061760,J Med Internet Res,100959882,H
34061144,JAMA,7501160,H
34061146,JAMA,7501160,H
34061145,JAMA,7501160,H
34060968,COPD,101211769,C
34060185,Dev Sci,9814574,B
34059737,Sci Rep,101563288,H
34060416,J Dermatolog Treat,8918133,C
34059692,Sci Rep,101563288,H
34059720,Sci Rep,101563288,H
34059080,J Orthop Surg Res,101265112,E
34059327,Clin Ther,7706726,E
34059016,BMC Psychiatry,100968559,F
34058948,Expert Rev Vaccines,101155475,D
34059039,BMC Surg,100968567,E
34058256,Int J Radiat Oncol Biol Phys,7603616,H
34057705,Eat Weight Disord,9707113,F
34057603,Indian J Pediatr,417442,H
34057659,AIDS Behav,9712133,N
34057707,CNS Drugs,9431220,D
34057186,Transl Behav Med,101554668,I
34056788,J Magn Reson Imaging,9105850,E
34053786,Eur J Radiol,8106411,H
34053154,BJOG,100935741,C
34052686,Drug Alcohol Depend,7513587,C
34052278,Gastroenterology,374630,H
34051886,Lancet Infect Dis,101130150,C
34051877,Lancet Respir Med,101605555,C
34051544,Drug Alcohol Depend,7513587,C
34052007,Clin Ther,7706726,E
34051211,Ophthalmology,7802443,H
34050857,Community Ment Health J,5735,F
34050628,Zoonoses Public Health,101300786,C
34048947,J Thorac Oncol,101274235,C
34048275,J Clin Oncol,8309333,H
34047921,J Gen Intern Med,8605834,H
34045486,Nat Commun,101528555,H
34045632,Sci Rep,101563288,H
34048940,Brain Stimul,101465726,E
34045217,BMJ Open,101552874,H
34045018,J Am Coll Cardiol,8301365,H
34044838,BMC Complement Med Ther,101761232,E
34044564,Ann Palliat Med,101585484,H
34044124,Contemp Clin Trials,101242342,H
34042410,Eur J Phys Rehabil Med,101465662,E
34042408,Eur J Phys Rehabil Med,101465662,E
34042299,Physiol Rep,101607800,H
34042297,Physiol Rep,101607800,H
34041789,J Dermatol,7600545,H
34042566,Health Technol Assess,9706284,N
34041705,J Racial Ethn Health Disparities,101628476,I
34040108,Sci Rep,101563288,H
34039871,Chin Med J (Engl),7513795,E
34039693,Postgrad Med J,234135,H
34039329,BMC Public Health,100968562,N
34038519,Age Ageing,375655,H
34037760,J Antimicrob Chemother,7513617,E
34037666,JAMA,7501160,H
34037459,J Altern Complement Med,9508124,E
34037271,Hepatology,8302946,C
34035435,Br J Cancer,370635,C
34035401,Sci Rep,101563288,H
34035312,NPJ Prim Care Respir Med,101631999,E
34036692,Cancer Sci,101168776,H
34035087,BMJ Open,101552874,H
34034821,Addict Sci Clin Pract,101316917,C
34034808,Mol Autism,101534222,F
34033975,J Thorac Oncol,101274235,C
34033974,J Thorac Oncol,101274235,C
34033222,Am J Transplant,100968638,E
34033205,Addiction,9304118,C
34033178,Addiction,9304118,C
34032997,Infection,365307,C
34033212,Diabetes Obes Metab,100883645,C
34032829,JAMA,7501160,H
34032731,Medicine (Baltimore),2985248R,N
34032739,Medicine (Baltimore),2985248R,N
34032691,Medicine (Baltimore),2985248R,N
34031987,Early Interv Psychiatry,101320027,H
34031759,Clin Rheumatol,8211469,H
34031332,Med J Malaysia,361547,H
34031503,Sci Rep,101563288,H
34031117,BMJ Open,101552874,H
34030726,BMC Pharmacol Toxicol,101590449,H
34030705,Trials,101263253,E
34029682,Am J Kidney Dis,8110075,C
34029521,J Am Med Dir Assoc,100893243,E
34029565,Chest,231335,C
34029338,PLoS Med,101231360,N
34028550,JAMA Netw Open,101729235,N
34028361,J Med Internet Res,100959882,H
34027703,Clin Rehabil,8802181,E
34023810,Epilepsy Behav,100892858,C
34022796,BMC Gastroenterol,100968547,H
34022476,Eur J Radiol,8106411,H
34021264,Int J Obes (Lond),101256108,C
34021033,J Immunother Cancer,101620585,C
34021031,Clin J Am Soc Nephrol,101271570,H
34020312,Soc Sci Med,8303205,F
34020445,Am J Clin Nutr,376027,G
34019540,PLoS Med,101231360,N
34019470,Hum Vaccin Immunother,101572652,D
34019214,Invest New Drugs,8309330,D
34018029,Ann Hematol,9107334,H
34018290,J Magn Reson Imaging,9105850,E
34016665,BMJ Open,101552874,H
34016436,Fertil Steril,372772,C
34016663,BMJ Open,101552874,H
34016091,BMC Med,101190723,H
34015580,Biomed Pharmacother,8213295,E
34016111,BMC Womens Health,101088690,N
34015244,J Child Neurol,8606714,C
34014451,J Urban Health,9809909,N
34014258,JAMA Otolaryngol Head Neck Surg,101589542,C
34014249,JAMA Oncol,101652861,C
34013966,Am J Hypertens,8803676,C
34013755,J Appl Physiol (1985),8502536,H
34014555,BioDrugs,9705305,C
34012064,Sci Rep,101563288,H
34013470,J Gen Intern Med,8605834,H
34011736,Indian J Ophthalmol,405376,H
34011583,BMJ Open,101552874,H
34011342,BMC Surg,100968567,E
34011358,Malar J,101139802,C
34011328,BMC Psychiatry,100968559,F
34011310,BMC Psychiatry,100968559,F
34010531,N Engl J Med,255562,H
34009725,Diabetes Obes Metab,100883645,C
34009435,Diabetologia,6777,C
34009282,JAMA Dermatol,101589530,C
34009291,JAMA Surg,101589553,E
34007070,Nat Med,9502015,H
34006926,Br J Cancer,370635,C
34006923,Br J Cancer,370635,C
34006604,BMJ,8900488,H
34004422,EBioMedicine,101647039,H
34006898,Sci Rep,101563288,H
34004189,J Pediatr,375410,H
34003685,Circ Cardiovasc Qual Outcomes,101489148,E
34003273,JAMA Netw Open,101729235,N
34003138,JMIR Mhealth Uhealth,101624439,L
34003226,JAMA,7501160,H
34002252,Osteoporos Int,9100105,C
34001889,Blood Cancer J,101568469,C
34001096,BMC Med,101190723,H
34000940,Appl Neuropsychol Adult,101584082,F
34001020,BMC Neurol,100968555,C
34000240,Lancet Psychiatry,101638123,F
34000236,Lancet Respir Med,101605555,C
34000245,Lancet Oncol,100957246,C
34000257,Lancet,2985213R,H
33999544,N Engl J Med,255562,H
33998949,Hum Vaccin Immunother,101572652,D
33996266,Oncoimmunology,101570526,C
33994406,J Atheroscler Thromb,9506298,C
33993795,J Cereb Blood Flow Metab,8112566,G
33994252,Am J Prev Med,8704773,H
33993727,Circ Cardiovasc Qual Outcomes,101489148,E
33993104,J Med Internet Res,100959882,H
33993501,Allergy,7804028,C
33992441,Vaccine,8406899,D
33992421,Fertil Steril,372772,C
33993394,Sleep Breath,9804161,F
33992072,BMC Pregnancy Childbirth,100967799,C
33992088,BMC Fam Pract,100967792,H
33991479,Lancet,2985213R,H
33991341,Br J Dermatol,4041,C
33991350,J Clin Pharmacol,366372,H
33990951,Headache,2985091R,C
33990147,J Int Med Res,346411,H
33990648,Sci Rep,101563288,H
33989711,J Am Coll Cardiol,8301365,H
33989683,Ophthalmology,7802443,H
33989324,PLoS Negl Trop Dis,101291488,H
33988942,Pain Physician,100954394,C
33989106,Hum Vaccin Immunother,101572652,D
33988909,Nurs Open,101675107,E
33988708,JAMA Netw Open,101729235,N
33986063,BMJ Open,101552874,H
33985991,Clin J Am Soc Nephrol,101271570,H
33985681,J Am Coll Cardiol,8301365,H
33985595,Microbiome,101615147,G
33985509,Cardiovasc Diabetol,101147637,C
33985501,Respir Res,101090633,C
33985385,Vasc Med,9610930,C
33988940,Pain Physician,100954394,C
33983765,Exp Clin Psychopharmacol,9419066,F
33983395,JAMA Oncol,101652861,C
33980526,BMJ Open,101552874,H
33980610,Gut,2985108R,H
33980397,Patient Educ Couns,8406280,I
33980505,BMJ,8900488,H
33980288,Trials,101263253,E
33980208,BMC Med Inform Decis Mak,101088682,L
33980057,Thyroid,9104317,D
33980157,BMC Gastroenterol,100968547,H
33979763,Psychiatry Res,7911385,F
33979487,N Engl J Med,255562,H
33979464,Phytother Res,8904486,B
33979577,J Dent,354422,E
33978699,JAMA Psychiatry,101589550,H
33978698,JAMA Surg,101589553,E
33979325,PLoS Negl Trop Dis,101291488,H
33979183,Hypertension,7906255,G
33978167,J Nutr,404243,G
33977752,Ann Palliat Med,101585484,H
33977825,Acta Orthop,101231512,H
33977743,Ann Palliat Med,101585484,H
33977739,Ann Palliat Med,101585484,H
33977745,Ann Palliat Med,101585484,H
33977342,J Cancer Surviv,101307557,M
33977736,Ann Palliat Med,101585484,H
33977284,Lancet Healthy Longev,101773309,G
33976352,Sci Rep,101563288,H
33975925,Lupus Sci Med,101633705,C
33975645,BMC Psychol,101627676,F
33974559,J Clin Invest,7802877,H
33974993,Contemp Clin Trials,101242342,H
33974564,JCI Insight,101676073,H
33974019,JAMA,7501160,H
33974018,JAMA,7501160,H
33974020,JAMA,7501160,H
33973655,Br J Clin Pharmacol,7503323,H
33973141,Cerebellum,101089443,H
33972795,Nat Med,9502015,H
33972256,Antimicrob Agents Chemother,315061,E
33972367,Cancer Epidemiol Biomarkers Prev,9200608,C
33972248,Antimicrob Agents Chemother,315061,E
33971951,BMC Res Notes,101462768,H
33971855,BMC Public Health,100968562,N
33971211,Prev Med,322116,H
33971861,BMC Health Serv Res,101088677,H
33971152,Lancet,2985213R,H
33970657,J Couns Psychol,2985124R,F
33970268,J Gerontol A Biol Sci Med Sci,9502837,H
33970256,JAMA Netw Open,101729235,N
33966607,Glob Public Health,101256323,H
33966361,Biomol Concepts,101518829,G
33966730,Taiwan J Obstet Gynecol,101213819,C
33966029,AIDS,8710219,C
33964925,BMC Pulm Med,100968563,C
33964907,BMC Musculoskelet Disord,100968565,C
33964415,Contemp Clin Trials,101242342,H
33964223,Lancet,2985213R,H
33964852,Am J Clin Nutr,376027,G
33963873,Transl Behav Med,101554668,I
33963984,J Community Health,7600747,N
33963477,AIDS Behav,9712133,N
33963366,BJS Open,101722685,E
33964855,Am J Clin Nutr,376027,G
33962841,Vaccine,8406899,D
33962594,BMC Musculoskelet Disord,100968565,C
33962564,BMC Fam Pract,100967792,H
33962517,J Aging Health,8912686,N
33962565,BMC Anesthesiol,100968535,D
33961812,J Am Med Dir Assoc,100893243,E
33961058,Intensive Care Med,7704851,E
33961115,Eur Child Adolesc Psychiatry,9212296,M
33960833,J Adolesc Young Adult Oncol,101543508,C
33960511,Mov Disord,8610688,C
33960504,Br J Clin Pharmacol,7503323,H
33960181,Eur J Phys Rehabil Med,101465662,E
33960676,Int Wound J,101230907,C
33958657,Sci Rep,101563288,H
33958436,Pediatrics,376422,H
33958424,Diabetes Care,7805975,C
33958268,J Orthop Sci,9604934,H
33957881,BMC Cancer,100967800,C
33957854,Hum Vaccin Immunother,101572652,D
33957272,Contemp Clin Trials,101242342,H
33957878,BMC Pediatr,100967804,H
33957648,Obstet Gynecol,401101,H
33957098,Ann Thorac Surg,15030100R,C
33956802,PLoS Med,101231360,N
33956213,Support Care Cancer,9302957,I
33956075,JAMA Ophthalmol,101589539,E
33955610,Eur Eat Disord Rev,9436977,C
33955231,J Am Heart Assoc,101580524,C
33955170,J Int AIDS Soc,101478566,C
33954853,J Behav Med,7807105,H
33954839,Intensive Care Med,7704851,E
33954783,J Clin Endocrinol Metab,375362,G
33952812,J Atheroscler Thromb,9506298,C
33952584,BMJ Open Respir Res,101638061,C
33952670,Stroke Vasc Neurol,101689996,C
33952438,BMJ,8900488,H
33952540,BMJ Open,101552874,H
33951448,Am J Ophthalmol,370500,H
33951374,N Engl J Med,255562,H
33951213,Ophthalmic Physiol Opt,8208839,F
33950949,Medicine (Baltimore),2985248R,N
33950535,Addiction,9304118,C
33949762,Depress Anxiety,9708816,F
33949711,Prostate,8101368,A
33949215,Am J Health Promot,8701680,I
33950156,JAMA Psychiatry,101589550,H
33947825,Eur J Phys Rehabil Med,101465662,E
33949213,Am J Physiol Regul Integr Comp Physiol,100901230,H
33947367,BMC Musculoskelet Disord,100968565,C
33947965,Neuropsychopharmacology,8904907,F
33947416,Respir Res,101090633,C
33946648,Int J Mol Sci,101092791,H
33946212,Nutrients,101521595,H
33945820,Am J Ophthalmol,370500,H
33945982,J Psychosom Res,376333,F
33945526,PLoS Med,101231360,N
33945439,Hum Vaccin Immunother,101572652,D
33944876,JAMA,7501160,H
33944875,JAMA,7501160,H
33942560,Clin Pharmacol Drug Dev,101572899,E
33942506,Int Wound J,101230907,C
33941170,BMC Oral Health,101088684,C
33941513,BMJ Glob Health,101685275,I
33941140,BMC Urol,100968571,C
33940435,Soc Sci Med,8303205,F
33940625,Sleep,7809084,G
33939143,Dig Dis Sci,7902782,H
33938917,JAMA Cardiol,101676033,C
33938874,Clin Transl Gastroenterol,101532142,C
33938520,J Clin Psychopharmacol,8109496,F
33938094,Trop Med Int Health,9610576,H
33934703,BMC Pregnancy Childbirth,100967799,C
33934456,Pediatr Diabetes,100939345,C
33934058,Eur J Cancer,9005373,C
33934719,Trials,101263253,E
33933353,Cont Lens Anterior Eye,9712714,E
33933181,Lancet Diabetes Endocrinol,101618821,C
33933130,Implement Sci,101258411,H
33933112,J Cardiothorac Surg,101265113,E
33933271,Br J Anaesth,372541,H
33933014,BMC Geriatr,100968548,H
33933206,Lancet,2985213R,H
33932507,Ann Oncol,9007735,C
33933059,BMC Complement Med Ther,101761232,E
33931900,J Eur Acad Dermatol Venereol,9216037,C
33931884,Br J Clin Pharmacol,7503323,H
33932093,Clin Transl Sci,101474067,H
33931037,BMC Oral Health,101088684,C
33929627,AIDS Behav,9712133,N
33929326,J Med Internet Res,100959882,H
33927343,Neuropsychopharmacology,8904907,F
33927278,Sci Rep,101563288,H
33928435,Support Care Cancer,9302957,I
33928916,Chin Med J (Engl),7513795,E
33926657,J Am Coll Cardiol,8301365,H
33926591,Int Psychogeriatr,9007918,F
33926446,BMC Endocr Disord,101088676,C
33925694,Int J Environ Res Public Health,101238455,E
33925633,Nutrients,101521595,H
33915252,J Thorac Oncol,101274235,C
33915104,Lancet HIV,101645355,C
33914661,J Appl Physiol (1985),8502536,H
33911100,Sci Rep,101563288,H
33911087,Sci Rep,101563288,H
33913260,Arthritis Rheumatol,101623795,C
33911059,J Hosp Palliat Nurs,100887419,E
33910879,In Vivo,8806809,H
33910836,In Vivo,8806809,H
33910945,BMJ Open,101552874,H
33909985,Scand J Occup Ther,9502210,E
33909587,JMIR Mhealth Uhealth,101624439,L
33909260,Front Med,101549428,H
33908377,J Dev Behav Pediatr,8006933,H
33908343,J Clin Sleep Med,101231977,G
33907251,Sci Rep,101563288,H
33907242,Sci Rep,101563288,H
33907210,Sci Rep,101563288,H
33907099,Medicine (Baltimore),2985248R,N
33906601,BMC Anesthesiol,100968535,D
33906609,BMC Cardiovasc Disord,100968539,C
33906239,Scand J Work Environ Health,7511540,N
33905530,Cancer,374236,C
33904966,J Neurol,423161,H
33904921,Transl Behav Med,101554668,I
33904792,J Altern Complement Med,9508124,E
33904045,J Gen Intern Med,8605834,H
33903656,Sci Rep,101563288,H
33902653,Implement Sci,101258411,H
33902646,J Neuroeng Rehabil,101232233,C
33902652,Implement Sci,101258411,H
33902562,Respir Res,101090633,C
33902505,BMC Musculoskelet Disord,100968565,C
33902493,BMC Psychiatry,100968559,F
33902468,BMC Pregnancy Childbirth,100967799,C
33902498,BMC Cancer,100967800,C
33902667,Scand J Trauma Resusc Emerg Med,101477511,C
33900931,J Med Internet Res,100959882,H
33900585,Pharmacoeconomics,9212404,H
33900373,JAMA Intern Med,101589534,H
33901103,J Acquir Immune Defic Syndr,100892005,C
33900360,JAMA Neurol,101589536,C
33899624,Clin Linguist Phon,8802622,L
33888251,J Am Coll Cardiol,8301365,H
33885738,JAMA Ophthalmol,101589539,E
33885718,JAMA Oncol,101652861,C
33884674,Transpl Int,8908516,E
33880566,J Nutr,404243,G
33880548,J Nutr,404243,G
33880554,J Nutr,404243,G
33882021,J Med Internet Res,100959882,H
33875433,Antimicrob Agents Chemother,315061,E
33875426,Antimicrob Agents Chemother,315061,E
33875418,Br J Gen Pract,9005323,H
33875429,Antimicrob Agents Chemother,315061,E
33871595,Aesthet Surg J,9707469,H
33871411,J Acquir Immune Defic Syndr,100892005,C
33871574,Am J Clin Nutr,376027,G
33870923,Crit Care Med,355501,N
33865471,Lancet Glob Health,101613665,I
33860592,Oncologist,9607837,C
33857018,JCI Insight,101676073,H
33856430,JAMA Otolaryngol Head Neck Surg,101589542,C
33852173,J Bone Miner Res,8610640,D
33843948,JAMA Intern Med,101589534,H
33843245,J Endourol,8807503,C
33842978,Int J Epidemiol,7802871,H
33837380,Br J Surg,372553,H
33834521,J Eur Acad Dermatol Venereol,9216037,C
33831950,Am J Clin Nutr,376027,G
33825828,JAMA Dermatol,101589530,C
33825827,JAMA Psychiatry,101589550,H
33822767,J Clin Invest,7802877,H
33822361,J Med Virol,7705876,H
33813559,J Glaucoma,9300903,C
33818600,JAMA Neurol,101589536,C
33794131,Am J Respir Crit Care Med,9421642,C
33792623,JAMA Oncol,101652861,C
33787834,JAMA Cardiol,101676033,C
33783964,Diabetes Obes Metab,100883645,C
33783399,J Clin Psychopharmacol,8109496,F
33783392,Epidemiology,9009644,H
33783365,JMIR Mhealth Uhealth,101624439,L
33782684,Am J Clin Nutr,376027,G
33768237,Clin Infect Dis,9203213,C
33764385,JAMA Oncol,101652861,C
33764378,JAMA,7501160,H
33762414,J Virol,113724,B
33751849,J Diabetes Investig,101520702,C
33749997,Arthritis Rheumatol,101623795,C
33744963,Clin Infect Dis,9203213,C
33742664,Brain,372537,H
33742207,Am J Clin Nutr,376027,G
33740394,Ann Am Thorac Soc,101600811,C
33740048,Am J Clin Nutr,376027,G
33739422,Transl Behav Med,101554668,I
33739404,Blood,7603509,H
33735594,Ann Am Thorac Soc,101600811,C
33734304,JAMA Otolaryngol Head Neck Surg,101589542,C
33734299,JAMA,7501160,H
33734306,JAMA Ophthalmol,101589539,E
33734288,JAMA Oncol,101652861,C
33734167,J Clin Psychopharmacol,8109496,F
33734289,JAMA Oncol,101652861,C
33734099,J Acquir Immune Defic Syndr,100892005,C
33728428,J Clin Endocrinol Metab,375362,G
33728717,Eur J Pain,9801774,C
33720272,JAMA Intern Med,101589534,H
33710299,Brain,372537,H
33710261,Am J Clin Nutr,376027,G
33710023,AIDS,8710219,C
33710344,J Clin Endocrinol Metab,375362,G
33705665,Am J Respir Crit Care Med,9421642,C
33709134,J Nutr,404243,G
33704494,J Nutr,404243,G
33704351,JAMA Ophthalmol,101589539,E
33704046,J Clin Sleep Med,101231977,G
33693835,J Nutr,404243,G
33693757,J Nutr,404243,G
33693703,J Clin Endocrinol Metab,375362,G
33693713,J Clin Endocrinol Metab,375362,G
33693537,Clin Infect Dis,9203213,C
